Full Name,Filler Name,Short Name,Districts,Type
ulica Bliska,ulicy Bliskiej,ul. Bliska,Praga-Południe,ulica
ulica Blokowa,ulicy Blokowej,ul. Blokowa,Targówek,ulica
ulica Bluszczańska,ulicy Bluszczańskiej,ul. Bluszczańska,Mokotów,ulica
ulica Bluszczowa,ulicy Bluszczowej,ul. Bluszczowa,Wawer,ulica
ulica Bławatków,ulicy Bławatków,ul. Bławatków,Wawer,ulica
ulica Błażeja,ulicy Błażeja,ul. Błażeja,Targówek,ulica
ulica Błędowska,ulicy Błędowskiej,ul. Błędowska,Targówek,ulica
ulica Błękitna,ulicy Błękitnej,ul. Błękitna,Wawer,ulica
ulica Błękitna,ulicy Błękitnej,ul. Błękitna,Wesoła,ulica
ulica Błonie,ulicy Błonie,ul. Błonie,Białołęka,ulica
ulica Błońska,ulicy Błońskiej,ul. Błońska,Śródmieście,ulica
ulica Błotna,ulicy Błotnej,ul. Błotna,Targówek,ulica
Aleja Andrzeja Bobkowskiego,Alei Andrzeja Bobkowskiego,al. A. Bobkowskiego,Śródmieście,Aleja parkowa
ulica św. Andrzeja Boboli,ulicy św. Andrzeja Boboli,ul. św. Andrzeja Boboli,Mokotów,ulica
ulica Bobrowa,ulicy Bobrowej,ul. Bobrowa,Białołęka,ulica
ulica Bobrowiecka,ulicy Bobrowieckiej,ul. Bobrowiecka,Mokotów,ulica
ulica Stefana Bobrowskiego,ulicy Stefana Bobrowskiego,ul. S. Bobrowskiego,Ochota,ulica
ulica Bocheńska,ulicy Bocheńskiej,ul. Bocheńska,Mokotów,ulica
ulica Eugeniusza Bocheńskiego „Dubańca”,ulicy Eugeniusza Bocheńskiego „Dubańca”,ul. E. Bocheńskiego „Dubańca”,Rembertów,ulica
Plac Bociani Zakątek,Placu Bociani Zakątek,pl. Bociani Zakątek,Białołęka,Plac
ulica Bociania,ulicy Bocianiej,ul. Bociania,Ursynów,ulica
ulica Boczańska,ulicy Boczańskiej,ul. Boczańska,Białołęka,ulica
ulica Boczna,ulicy Bocznej,ul. Boczna,Śródmieście,ulica
ulica Boczna,ulicy Bocznej,ul. Boczna,Wesoła,ulica
ulica Boczniaków,ulicy Boczniaków,ul. Boczniaków,Ursynów,ulica
ulica Eugeniusza Bodo,ulicy Eugeniusza Bodo,ul. E. Bodo,Wawer,ulica
ulica Gabriela Piotra Boduena,ulicy Gabriela Piotra Boduena,ul. G. P. Boduena,Śródmieście,ulica
ulica Stanisława Bodycha,ulicy Stanisława Bodycha,ul. S. Bodycha,"Ursus, gmina Michałowice",ulica
ulica Bodzanty,ulicy Bodzanty,ul. Bodzanty,Wola,ulica
ulica Bogata,ulicy Bogatej,ul. Bogata,Wilanów,ulica
ulica Bogatki,ulicy Bogatki,ul. Bogatki,Ursynów,ulica
ulica Bogatyńska,ulicy Bogatyńskiej,ul. Bogatyńska,Bemowo,ulica
ulica Boglarczyków,ulicy Boglarczyków,ul. Boglarczyków,Ursynów,ulica
ulica Bogoriów,ulicy Bogoriów,ul. Bogoriów,Białołęka,ulica
ulica Bogucicka,ulicy Bogucickiej,ul. Bogucicka,Włochy,ulica
ulica ks. Teofila Boguckiego,ulicy ks. Teofila Boguckiego,ul. ks. T. Boguckiego,Żoliborz,ulica
ulica Bogumińska,ulicy Bogumińskiej,ul. Bogumińska,Targówek,ulica
ulica Bogunki,ulicy Bogunki,ul. Bogunki,Mokotów,ulica
ulica Wojciecha Bogusławskiego,ulicy Wojciecha Bogusławskiego,ul. W. Bogusławskiego,Bielany,ulica
ulica Boguszewska,ulicy Boguszewskiej,ul. Boguszewska,Wola,ulica
ulica gen. Bronisława Bohaterewicza,ulicy gen. Bronisława Bohaterewicza,ul. gen. B. Bohaterewicza,Praga-Południe,ulica
ulica Bohaterów,ulicy Bohaterów,ul. Bohaterów,Białołęka,ulica
ulica Bohaterów Getta,ulicy Bohaterów Getta,ul. Bohaterów Getta,Śródmieście,ulica
ulica Bohaterów Warszawy,ulicy Bohaterów Warszawy,ul. Bohaterów Warszawy,Ursus,ulica
Aleja Bohaterów Września,Alei Bohaterów Września,al. Bohaterów Września,Ochota,Aleja
ulica Karola Bohdanowicza,ulicy Karola Bohdanowicza,ul. K. Bohdanowicza,Ochota,ulica
ulica Antoniego Bohdziewicza,ulicy Antoniego Bohdziewicza,ul. A. Bohdziewicza,Bielany,ulica
ulica Franciszka Bohomolca,ulicy Franciszka Bohomolca,ul. F. Bohomolca,Żoliborz,ulica
ulica Bohuna,ulicy Bohuna,ul. Bohuna,Białołęka,ulica
ulica Marii Bohuszewiczówny,ulicy Marii Bohuszewiczówny,ul. M. Bohuszewiczówny,Targówek,ulica
ulica Bokserska,ulicy Bokserskiej,ul. Bokserska,Mokotów,ulica
ulica Bolecha,ulicy Bolecha,ul. Bolecha,Wola,ulica
ulica Bolesława Chrobrego,ulicy Bolesława Chrobrego,ul. Bolesława Chrobrego,Włochy,ulica
ulica Bolesława Krzywoustego,ulicy Bolesława Krzywoustego,ul. Bolesława Krzywoustego,Ursus,ulica
ulica Bolesława Śmiałego,ulicy Bolesława Śmiałego,ul. Bolesława Śmiałego,Ursus,ulica
ulica Bolesławicka,ulicy Bolesławickiej,ul. Bolesławicka,Targówek,ulica
ulica Boleść,ulicy Boleść,ul. Boleść,Śródmieście,ulica
ulica Bolimowska,ulicy Bolimowskiej,ul. Bolimowska,Bemowo,ulica
ulica Simóna Bolívara,ulicy Simóna Bolívara,ul. S. Bolívara,Targówek,ulica
ulica Bolkowska,ulicy Bolkowskiej,ul. Bolkowska,Bemowo,ulica
ulica gen. Mikołaja Bołtucia,ulicy gen. Mikołaja Bołtucia,ul. gen. M. Bołtucia,Bemowo,ulica
ulica Bombardierów,ulicy Bombardierów,ul. Bombardierów,Rembertów,ulica
ulica św. Bonifacego,ulicy św. Bonifacego,ul. św. Bonifacego,Mokotów,ulica
ulica Bonifraterska,ulicy Bonifraterskiej,ul. Bonifraterska,Śródmieście,ulica
ulica Bonisławska,ulicy Bonisławskiej,ul. Bonisławska,Wawer,ulica
ulica gen. Tadeusza Bora-Komorowskiego,ulicy gen. Tadeusza Bora-Komorowskiego,ul. gen. T. Bora-Komorowskiego,Praga-Południe,ulica
ulica Borecka,ulicy Boreckiej,ul. Borecka,Białołęka,ulica
ulica Boremlowska,ulicy Boremlowskiej,ul. Boremlowska,Praga-Południe,ulica
ulica Borkowska,ulicy Borkowskiej,ul. Borkowska,Wawer,ulica
ulica Borkowska,ulicy Borkowskiej,ul. Borkowska,Wesoła,ulica
ulica Borków,ulicy Borków,ul. Borków,Wawer,ulica
ulica Borowa,ulicy Borowej,ul. Borowa,Wesoła,ulica
ulica Wacława Borowego,ulicy Wacława Borowego,ul. W. Borowego,Bemowo,ulica
ulica Borowej Góry,ulicy Borowej Góry,ul. Borowej Góry,Bemowo,ulica
ulica Borowiecka,ulicy Borowieckiej,ul. Borowiecka,Wawer,ulica
ulica Borowika,ulicy Borowika,ul. Borowika,Wesoła,ulica
ulica Tadeusza Borowskiego,ulicy Tadeusza Borowskiego,ul. T. Borowskiego,Praga-Północ,ulica
ulica Borówkowa,ulicy Borówkowej,ul. Borówkowa,Wawer,ulica
ulica Borsucza,ulicy Borsuczej,ul. Borsucza,Włochy,ulica
ulica Karola Borsuka,ulicy Karola Borsuka,ul. K. Borsuka,Ursynów,ulica
ulica Boruty,ulicy Boruty,ul. Boruty,Praga-Północ,ulica
ulica Boryny,ulicy Boryny,ul. Boryny,Włochy,ulica
ulica Borysławska,ulicy Borysławskiej,ul. Borysławska,Wawer,ulica
ulica Boryszewska,ulicy Boryszewskiej,ul. Boryszewska,Mokotów,ulica
ulica Borzęcińska,ulicy Borzęcińskiej,ul. Borzęcińska,Bemowo,ulica
ulica Borzymowska,ulicy Borzymowskiej,ul. Borzymowska,Targówek,ulica
ulica Bosmańska,ulicy Bosmańskiej,ul. Bosmańska,Wawer,ulica
ulica Botaniczna,ulicy Botanicznej,ul. Botaniczna,Wawer,ulica
ulica Christa Botewa,ulicy Christa Botewa,ul. Ch. Botewa,Białołęka,ulica
ulica Tadeusza Boya-Żeleńskiego,ulicy Tadeusza Boya-Żeleńskiego,ul. T. Boya-Żeleńskiego,"Mokotów, Śródmieście",ulica
ulica Olgi Boznańskiej,ulicy Olgi Boznańskiej,ul. O. Boznańskiej,Wola,ulica
Ścieżka ks. Bronka Bozowskiego,Ścieżki ks. Bronka Bozowskiego,Ścieżka ks. B. Bozowskiego,Śródmieście,Ścieżka
ulica Arki Bożka,ulicy Arki Bożka,ul. A. Bożka,Bemowo,ulica
Pasaż Braci Łopieńskich,Pasażu Braci Łopieńskich,Pasaż Braci Łopieńskich,Ochota,Pasaż
Zaułek Braci Pakulskich,Zaułka Braci Pakulskich,Zaułek Braci Pakulskich,Śródmieście,Zaułek
ulica Braci Pillatich,ulicy Braci Pillatich,ul. Braci Pillatich,Mokotów,ulica
Rondo Braci Skurów,Ronda Braci Skurów,Rondo Braci Skurów,Wawer,Rondo
ulica Braci Wagów,ulicy Braci Wagów,ul. Braci Wagów,Ursynów,ulica
ulica Braci Załuskich,ulicy Braci Załuskich,ul. Braci Załuskich,Żoliborz,ulica
ulica Braci Zawadzkich,ulicy Braci Zawadzkich,ul. Braci Zawadzkich,Białołęka,ulica
ulica Bracka,ulicy Brackiej,ul. Bracka,Śródmieście,ulica
ulica Bracławska,ulicy Bracławskiej,ul. Bracławska,Praga-Południe,ulica
ulica Bramka,ulicy Bramka,ul. Bramka,Białołęka,ulica
ulica Józefa Brandta,ulicy Józefa Brandta,ul. J. Brandta,Bemowo,ulica
Aleja Mariana Brandysa,Alei Mariana Brandysa,al. M. Brandysa,Śródmieście,Aleja parkowa
ulica Adama Branickiego,ulicy Adama Branickiego,ul. A. Branickiego,Wilanów,ulica
ulica Braniewska,ulicy Braniewskiej,ul. Braniewska,Białołęka,ulica
ulica Brata Alberta,ulicy Brata Alberta,ul. Brata Alberta,Wesoła,ulica
Rondo Bratanków,Ronda Bratanków,Rondo Bratanków,Ursynów,Rondo
ulica Braterstwa Broni,ulicy Braterstwa Broni,ul. Braterstwa Broni,Ursus,ulica
ulica Bratka,ulicy Bratka,ul. Bratka,Targówek,ulica
ulica Bratnia,ulicy Bratniej,ul. Bratnia,Włochy,ulica
ulica Brazylijska,ulicy Brazylijskiej,ul. Brazylijska,Praga-Południe,ulica
ulica Brązownicza,ulicy Brązowniczej,ul. Brązownicza,Bielany,ulica
ulica Bertolta Brechta,ulicy Bertolta Brechta,ul. B. Brechta,Praga-Północ,ulica
ulica Brochowska,ulicy Brochowskiej,ul. Brochowska,Bielany,ulica
ulica Brodnicka,ulicy Brodnickiej,ul. Brodnicka,Wawer,ulica
ulica Antoniego Brodowskiego,ulicy Antoniego Brodowskiego,ul. A. Brodowskiego,Targówek,ulica
ulica Brodzik,ulicy Brodzik,ul. Brodzik,Wilanów,ulica
ulica Kazimierza Brodzińskiego,ulicy Kazimierza Brodzińskiego,ul. K. Brodzińskiego,Żoliborz,ulica
ulica Kazimierza Brokla,ulicy Kazimierza Brokla,ul. K. Brokla,Śródmieście,ulica
ulica Władysława Broniewskiego,ulicy Władysława Broniewskiego,ul. W. Broniewskiego,"Bielany, Żoliborz",ulica
ulica Władysława Broniewskiego,ulicy Władysława Broniewskiego,ul. W. Broniewskiego,Wesoła,ulica
ulica Ksawerego Bronikowskiego,ulicy Ksawerego Bronikowskiego,ul. K. Bronikowskiego,Ursynów,ulica
ulica Broniwoja,ulicy Broniwoja,ul. Broniwoja,Mokotów,ulica
ulica Bronowska,ulicy Bronowskiej,ul. Bronowska,Wawer,ulica
ulica Browarna,ulicy Browarnej,ul. Browarna,Śródmieście,ulica
ulica Jana Brożka,ulicy Jana Brożka,ul. J. Brożka,Wola,ulica
ulica Bródnowska,ulicy Bródnowskiej,ul. Bródnowska,Praga-Północ,ulica
ulica Aleksandra Brücknera,ulicy Aleksandra Brücknera,ul. A. Brücknera,Wawer,ulica
ulica Brukselska,ulicy Brukselskiej,ul. Brukselska,Praga-Południe,ulica
ulica Giordana Bruna,ulicy Giordana Bruna,ul. G. Bruna,Mokotów,ulica
ulica Bruszewska,ulicy Bruszewskiej,ul. Bruszewska,Białołęka,ulica
ulica Bruzdowa,ulicy Bruzdowej,ul. Bruzdowa,Wilanów,ulica
ulica Brwinowska,ulicy Brwinowskiej,ul. Brwinowska,Ochota,ulica
ulica Brygady Pościgowej,ulicy Brygady Pościgowej,ul. Brygady Pościgowej,Praga-Południe,ulica
ulica Brygadzistów,ulicy Brygadzistów,ul. Brygadzistów,Bemowo,ulica
ulica Brylantowa,ulicy Brylantowej,ul. Brylantowa,Wesoła,ulica
ulica Brylowska,ulicy Brylowskiej,ul. Brylowska,Wola,ulica
ulica Stefana Bryły,ulicy Stefana Bryły,ul. S. Bryły,Mokotów,ulica
ulica Jana Brzechwy,ulicy Jana Brzechwy,ul. J. Brzechwy,Ursus,ulica
ulica Brzegowa,ulicy Brzegowej,ul. Brzegowa,Mokotów,ulica
ulica Brzeska,ulicy Brzeskiej,ul. Brzeska,Praga-Północ,ulica
Trakt Brzeski,Traktu Brzeskiego,Trakt Brzeski,Wesoła,Trakt
ulica Brzeziny,ulicy Brzeziny,ul. Brzeziny,Białołęka,ulica
ulica Brzezińska,ulicy Brzezińskiej,ul. Brzezińska,Białołęka,ulica
ulica Brzoskwiniowa,ulicy Brzoskwiniowej,ul. Brzoskwiniowa,Wawer,ulica
ulica Brzoskwiniowa,ulicy Brzoskwiniowej,ul. Brzoskwiniowa,Wesoła,ulica
ulica Brzostowska,ulicy Brzostowskiej,ul. Brzostowska,Wawer,ulica
ulica Brzozowa,ulicy Brzozowej,ul. Brzozowa,Śródmieście,ulica
ulica Brzozowa,ulicy Brzozowej,ul. Brzozowa,Wesoła,ulica
ulica Brzozowy Lasek,ulicy Brzozowy Lasek,ul. Brzozowy Lasek,Wesoła,ulica
ulica Brzozowy Zagajnik,ulicy Brzozowy Zagajnik,ul. Brzozowy Zagajnik,Białołęka,ulica
ulica Buchalteryjna,ulicy Buchalteryjnej,ul. Buchalteryjna,Rembertów,ulica
ulica Leonarda Buczkowskiego,ulicy Leonarda Buczkowskiego,ul. L. Buczkowskiego,Wawer,ulica
ulica Budki Szczęśliwickie,ulicy Budki Szczęśliwickie,ul. Budki Szczęśliwickie,Włochy,ulica
ulica Budnicza,ulicy Budniczej,ul. Budnicza,Rembertów,ulica
ulica Budowlana,ulicy Budowlanej,ul. Budowlana,Targówek,ulica
Rondo Budowniczych Ursynowa,Ronda Budowniczych Ursynowa,Rondo Budowniczych Ursynowa,Ursynów,Rondo
ulica Budrysów,ulicy Budrysów,ul. Budrysów,Praga-Południe,ulica
ulica Budy,ulicy Budy,ul. Budy,Bemowo,ulica
ulica Budzikowa,ulicy Budzikowej,ul. Budzikowa,Mokotów,ulica
ulica Justyny Budzińskiej-Tylickiej,ulicy Justyny Budzińskiej-Tylickiej,ul. J. Budzińskiej-Tylickiej,Praga-Północ,ulica
ulica Bugaj,ulicy Bugaj,ul. Bugaj,Śródmieście,ulica
ulica Bukietowa,ulicy Bukietowej,ul. Bukietowa,Mokotów,ulica
ulica Bukowa,ulicy Bukowej,ul. Bukowa,Mokotów,ulica
ulica Bukowa,ulicy Bukowej,ul. Bukowa,Wesoła,ulica
ulica Bukowiecka,ulicy Bukowieckiej,ul. Bukowiecka,Targówek,ulica
ulica Bukowińska,ulicy Bukowińskiej,ul. Bukowińska,Mokotów,ulica
ulica Jerzego Bukowskiego,ulicy Jerzego Bukowskiego,ul. J. Bukowskiego,Praga-Południe,ulica
ulica Bukszpanowa,ulicy Bukszpanowej,ul. Bukszpanowa,Mokotów,ulica
ulica Bulwarowa,ulicy Bulwarowej,ul. Bulwarowa,Ursynów,ulica
ulica Buławy,ulicy Buławy,ul. Buławy,Rembertów,ulica
ulica Bułgarska,ulicy Bułgarskiej,ul. Bułgarska,Praga-Południe,ulica
Rondo Emanuela Bułhaka,Ronda Emanuela Bułhaka,Rondo E. Bułhaka,Wesoła,Rondo
ulica Jana Bułhaka,ulicy Jana Bułhaka,ul. J. Bułhaka,Bemowo,ulica
ulica Buńczuk,ulicy Buńczuk,ul. Buńczuk,Włochy,ulica
ulica Burakowska,ulicy Burakowskiej,ul. Burakowska,Wola,ulica
ulica Wenantego Burdzińskiego,ulicy Wenantego Burdzińskiego,ul. W. Burdzińskiego,Praga-Północ,ulica
ulica Burgaska,ulicy Burgaskiej,ul. Burgaska,Mokotów,ulica
ulica Burleska,ulicy Burleska,ul. Burleska,Bielany,ulica
ulica Burmistrzowska,ulicy Burmistrzowskiej,ul. Burmistrzowska,Śródmieście,ulica
ulica bp. Juliusza Burschego,ulicy bp. Juliusza Burschego,ul. J. Burschego,Śródmieście,ulica
ulica Bursztynowa,ulicy Bursztynowej,ul. Bursztynowa,Wawer,ulica
ulica Bursztynowa,ulicy Bursztynowej,ul. Bursztynowa,Wesoła,ulica
ulica Burzliwa,ulicy Burzliwej,ul. Burzliwa,Wawer,ulica
ulica Zbigniewa Burzyńskiego,ulicy Zbigniewa Burzyńskiego,ul. Z. Burzyńskiego,Praga-Południe,ulica
ulica Buska,ulicy Buskiej,ul. Buska,Mokotów,ulica
ulica Busolowa,ulicy Busolowej,ul. Busolowa,Praga-Południe,ulica
ulica Buszycka,ulicy Buszyckiej,ul. Buszycka,Ursynów,ulica
ulica Bychowska,ulicy Bychowskiej,ul. Bychowska,Wawer,ulica
ulica Byczyńska,ulicy Byczyńskiej,ul. Byczyńska,Praga-Południe,ulica
ulica Bylicowa,ulicy Bylicowej,ul. Bylicowa,Wawer,ulica
ulica Bysławska,ulicy Bysławskiej,ul. Bysławska,Wawer,ulica
ulica Bystra,ulicy Bystrej,ul. Bystra,Targówek,ulica
ulica Bystrzycka,ulicy Bystrzyckiej,ul. Bystrzycka,Wawer,ulica
ulica Byszewska,ulicy Byszewskiej,ul. Byszewska,Targówek,ulica
ulica Jana Bytnara „Rudego”,ulicy Jana Bytnara „Rudego”,ul. J. Bytnara „Rudego”,Mokotów,ulica
ulica Bytomska,ulicy Bytomskiej,ul. Bytomska,Żoliborz,ulica
ulica Bzowa,ulicy Bzowej,ul. Bzowa,Mokotów,ulica
Aleja Bzów,Alei Bzów,al. Bzów,Ursus,Aleja
ulica Calineczki,ulicy Calineczki,ul. Calineczki,Białołęka,ulica
ulica Armanda Călinescu,ulicy Armanda Călinescu,ul. A. Călinescu,Śródmieście,ulica
ulica Calowa,ulicy Calowej,ul. Calowa,Wilanów,ulica
ulica Canaletta,ulicy Canaletta,ul. Canaletta,Śródmieście,ulica
ulica Capri,ulicy Capri,ul. Capri,Mokotów,ulica
ulica św. Cecylii,ulicy św. Cecylii,ul. św. Cecylii,Targówek,ulica
ulica Cedrowa,ulicy Cedrowej,ul. Cedrowa,Wawer,ulica
ulica Cedrowa,ulicy Cedrowej,ul. Cedrowa,Wesoła,ulica
ulica Cedzyńska,ulicy Cedzyńskiej,ul. Cedzyńska,Wawer,ulica
ulica Cegielniana,ulicy Cegielnianej,ul. Cegielniana,Włochy,ulica
ulica Ceglana,ulicy Ceglanej,ul. Ceglana,Białołęka,ulica
ulica Cegłowska,ulicy Cegłowskiej,ul. Cegłowska,Bielany,ulica
ulica Celestynowska,ulicy Celestynowskiej,ul. Celestynowska,Wawer,ulica
ulica Celna,ulicy Celnej,ul. Celna,Śródmieście,ulica
ulica Celofanowa,ulicy Celofanowej,ul. Celofanowa,Wawer,ulica
ulica Celtów,ulicy Celtów,ul. Celtów,Białołęka,ulica
ulica Celulozy,ulicy Celulozy,ul. Celulozy,Wawer,ulica
ulica Cementowa,ulicy Cementowej,ul. Cementowa,Wawer,ulica
ulica Stefana Cendrowskiego,ulicy Stefana Cendrowskiego,ul. S. Cendrowskiego,Wilanów,ulica
ulica Centralna,ulicy Centralnej,ul. Centralna,Włochy,ulica
ulica Centurii,ulicy Centurii,ul. Centurii,Wawer,ulica
ulica Ceramiczna,ulicy Ceramicznej,ul. Ceramiczna,Białołęka,ulica
ulica Cesarskiej Korony,ulicy Cesarskiej Korony,ul. Cesarskiej Korony,Ochota,ulica
ulica Chabrowa,ulicy Chabrowej,ul. Chabrowa,Bielany,ulica
ulica Chabrów,ulicy Chabrów,ul. Chabrów,Wesoła,ulica
ulica Tytusa Chałubińskiego,ulicy Tytusa Chałubińskiego,ul. T. Chałubińskiego,"Ochota, Śródmieście",ulica
ulica Chałupnicza,ulicy Chałupniczej,ul. Chałupnicza,Targówek,ulica
ulica Chełchowska,ulicy Chełchowskiej,ul. Chełchowska,Wawer,ulica
ulica Józefa Chełmońskiego,ulicy Józefa Chełmońskiego,ul. J. Chełmońskiego,Ursus,ulica
ulica Chełmska,ulicy Chełmskiej,ul. Chełmska,Mokotów,ulica
ulica Chełmżyńska,ulicy Chełmżyńskiej,ul. Chełmżyńska,Rembertów,ulica
ulica Chemiczna,ulicy Chemicznej,ul. Chemiczna,Targówek,ulica
ulica Chęcińska,ulicy Chęcińskiej,ul. Chęcińska,Białołęka,ulica
ulica Chińskiej Róży,ulicy Chińskiej Róży,ul. Chińskiej Róży,Ochota,ulica
ulica Chlebowa,ulicy Chlebowej,ul. Chlebowa,Białołęka,ulica
ulica Chlewińska,ulicy Chlewińskiej,ul. Chlewińska,Bielany,ulica
ulica Chlubna,ulicy Chlubnej,ul. Chlubna,Białołęka,ulica
ulica Dezyderego Adama Chłapowskiego,ulicy Dezyderego Adama Chłapowskiego,ul. D. A. Chłapowskiego,Ursynów,ulica
ulica Chłodna,ulicy Chłodnej,ul. Chłodna,Wola,ulica
ulica Chłodnicza,ulicy Chłodniczej,ul. Chłodnicza,Praga-Południe,ulica
ulica Józefa Chłopickiego,ulicy Józefa Chłopickiego,ul. J. Chłopickiego,"Praga-Południe, Rembertów",ulica
ulica Józefa Chmiela,ulicy Józefa Chmiela,ul. J. Chmiela,Ursus,ulica
ulica Chmielna,ulicy Chmielnej,ul. Chmielna,"Śródmieście, Wola",ulica
ulica Chmurna,ulicy Chmurnej,ul. Chmurna,Targówek,ulica
ulica Chochołowska,ulicy Chochołowskiej,ul. Chochołowska,Mokotów,ulica
ulica Chocimska,ulicy Chocimskiej,ul. Chocimska,Mokotów,ulica
ulica Chodakowska,ulicy Chodakowskiej,ul. Chodakowska,Praga-Południe,ulica
ulica Chodecka,ulicy Chodeckiej,ul. Chodecka,Targówek,ulica
ulica Jana Karola Chodkiewicza,ulicy Jana Karola Chodkiewicza,ul. J. K. Chodkiewicza,Mokotów,ulica
ulica Jana Karola Chodkiewicza,ulicy Jana Karola Chodkiewicza,ul. J. K. Chodkiewicza,Wesoła,ulica
ulica Antoniego Chodorowskiego,ulicy Antoniego Chodorowskiego,ul. A. Chodorowskiego,Ursynów,ulica
ulica Chodzieska,ulicy Chodzieskiej,ul. Chodzieska,Wawer,ulica
ulica Chodzonego,ulicy Chodzonego,ul. Chodzonego,Ursynów,ulica
ulica Choinkowa,ulicy Choinkowej,ul. Choinkowa,Wawer,ulica
ulica Chojnowska,ulicy Chojnowskiej,ul. Chojnowska,Targówek,ulica
Aleja Bolesława Chomicza,Alei Bolesława Chomicza,al. B. Chomicza,Bielany,Aleja parkowa
ulica Fryderyka Chopina,ulicy Fryderyka Chopina,ul. F. Chopina,Śródmieście,ulica
ulica Fryderyka Chopina,ulicy Fryderyka Chopina,ul. F. Chopina,Wesoła,ulica
ulica Chorągwi Pancernej,ulicy Chorągwi Pancernej,ul. Chorągwi Pancernej,Wilanów,ulica
ulica Chorzelska,ulicy Chorzelskiej,ul. Chorzelska,Wawer,ulica
ulica Chorzowska,ulicy Chorzowskiej,ul. Chorzowska,Wawer,ulica
ulica Chotomowska,ulicy Chotomowskiej,ul. Chotomowska,Ochota,ulica
ulica Chóralna,ulicy Chóralnej,ul. Chóralna,Ursynów,ulica
ulica Chroszczewska,ulicy Chroszczewskiej,ul. Chroszczewska,Praga-Południe,ulica
ulica ks. Juliana Chrościckiego,ulicy ks. Juliana Chrościckiego,ul. ks. J. Chrościckiego,Włochy,ulica
Aleja gen. Antoniego Chruściela „Montera”,Alei gen. Antoniego Chruściela „Montera”,al. gen. A. Chruściela „Montera”,Rembertów,Aleja
ulica Chryzantemy,ulicy Chryzantemy,ul. Chryzantemy,Wawer,ulica
ulica Chrzanowska,ulicy Chrzanowskiej,ul. Chrzanowska,Bemowo,ulica
ulica Wojciecha Chrzanowskiego,ulicy Wojciecha Chrzanowskiego,ul. W. Chrzanowskiego,Praga-Południe,ulica
ulica Stanisława Chudoby,ulicy Stanisława Chudoby,ul. S. Chudoby,Białołęka,ulica
ulica Chylicka,ulicy Chylickiej,ul. Chylicka,Wawer,ulica
ulica Chylońska,ulicy Chylońskiej,ul. Chylońska,Włochy,ulica
ulica Chyrowska,ulicy Chyrowskiej,ul. Chyrowska,Targówek,ulica
ulica Ciasna,ulicy Ciasnej,ul. Ciasna,Śródmieście,ulica
ulica Ciasna,ulicy Ciasnej,ul. Ciasna,Wesoła,ulica
ulica Cicha,ulicy Cichej,ul. Cicha,Śródmieście,ulica
ulica Cicha,ulicy Cichej,ul. Cicha,Wesoła,ulica
ulica Cicha Dolina,ulicy Cicha Dolina,ul. Cicha Dolina,Wilanów,ulica
ulica Cichej Wody,ulicy Cichej Wody,ul. Cichej Wody,Ursynów,ulica
ulica Cichociemnych,ulicy Cichociemnych,ul. Cichociemnych,Praga-Południe,ulica
ulica Cichy Potok,ulicy Cichy Potok,ul. Cichy Potok,Mokotów,ulica
ulica Cichy Zakątek,ulicy Cichy Zakątek,ul. Cichy Zakątek,Białołęka,ulica
ulica Ciechanowska,ulicy Ciechanowskiej,ul. Ciechanowska,Białołęka,ulica
ulica Ciechocińska,ulicy Ciechocińskiej,ul. Ciechocińska,Mokotów,ulica
ulica Ciekawa,ulicy Ciekawej,ul. Ciekawa,Wawer,ulica
ulica Ciekawa,ulicy Ciekawej,ul. Ciekawa,Wesoła,ulica
ulica Ciemna,ulicy Ciemnej,ul. Ciemna,Targówek,ulica
ulica Cienista,ulicy Cienistej,ul. Cienista,Włochy,ulica
ulica Cienista,ulicy Cienistej,ul. Cienista,Wesoła,ulica
ulica Cienka,ulicy Cienkiej,ul. Cienka,Bielany,ulica
ulica Ciepielowska,ulicy Ciepielowskiej,ul. Ciepielowska,Wawer,ulica
ulica Cieplarniana,ulicy Cieplarnianej,ul. Cieplarniana,Bemowo,ulica
ulica Cieplarniana,ulicy Cieplarnianej,ul. Cieplarniana,Wesoła,ulica
ulica Cieplicka,ulicy Cieplickiej,ul. Cieplicka,Mokotów,ulica
Rondo płk. Łukasza Cieplińskiego,Ronda płk. Łukasza Cieplińskiego,Rondo płk. Ł. Cieplińskiego,Białołęka,Rondo
ulica Ciepła,ulicy Ciepłej,ul. Ciepła,Wola,ulica
ulica Cierlicka,ulicy Cierlickiej,ul. Cierlicka,Ursus,ulica
ulica Ciesielska,ulicy Ciesielskiej,ul. Ciesielska,Wawer,ulica
ulica Augusta Cieszkowskiego,ulicy Augusta Cieszkowskiego,ul. A. Cieszkowskiego,Żoliborz,ulica
ulica Cieszyńska,ulicy Cieszyńskiej,ul. Cieszyńska,Mokotów,ulica
ulica Cieślewskich,ulicy Cieślewskich,ul. Cieślewskich,Białołęka,ulica
ulica Cietrzewia,ulicy Cietrzewia,ul. Cietrzewia,Włochy,ulica
ulica Erazma Ciołka,ulicy Erazma Ciołka,ul. E. Ciołka,Wola,ulica
ulica Adama Ciołkosza,ulicy Adama Ciołkosza,ul. A. Ciołkosza,Białołęka,ulica
ulica Konstantego Ciołkowskiego,ulicy Konstantego Ciołkowskiego,ul. K. Ciołkowskiego,Bemowo,ulica
ulica Cisowa,ulicy Cisowej,ul. Cisowa,Mokotów,ulica
